0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,18,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,20,105,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,5,13,28,141,27,12,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,10,7,19,26,143,24,12,4,6,6,4,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,20,21,20,40,151,27,20,15,13,17,20,12,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,4,12,15,22,27,30,30,35,177,41,39,33,30,23,29,26,16,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,10,16,14,2,4,11,22,28,39,47,49,66,78,219,80,71,47,54,43,35,57,48,30,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,6,16,84,89,82,83,91,24,45,65,64,84,100,105,317,120,102,93,79,104,66,65,129,47,29,13,4,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,19,21,29,31,28,19,121,67,81,102,125,131,156,397,143,114,130,115,138,91,165,66,48,23,7,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,34,45,55,63,159,114,203,178,178,169,483,222,181,155,175,147,231,124,97,92,28,12,4,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,13,30,50,57,103,86,107,214,244,208,235,221,568,259,297,239,207,341,105,109,103,57,41,18,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,1,8,31,60,97,215,252,239,273,470,250,278,320,681,311,347,228,427,151,128,118,85,60,48,22,6,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,12,29,66,92,146,160,160,184,225,584,425,363,816,398,380,513,204,169,152,118,82,51,33,24,7,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,9,20,47,73,101,115,137,158,203,239,337,781,454,926,490,776,355,259,205,180,119,86,70,39,28,26,6,1,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,3,13,29,62,74,95,129,131,161,194,249,318,401,971,1144,1067,538,413,316,263,200,131,108,94,85,80,48,38,31,6,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,6,6,19,54,102,167,214,237,239,269,314,397,535,657,887,3450,1150,912,751,609,522,444,375,319,282,234,107,67,39,15,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,26,41,53,114,317,343,320,317,347,404,506,621,1135,966,1090,517,425,286,199,159,114,91,81,51,51,45,32,13,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,18,37,55,66,133,160,153,151,143,164,229,270,533,482,742,478,773,395,379,264,225,197,170,124,129,122,113,89,21,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,2,13,13,35,60,89,84,92,101,139,156,333,332,340,536,342,275,543,232,185,130,121,52,43,30,35,26,29,14,4,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,9,14,31,59,69,77,111,124,215,192,258,257,393,250,268,348,421,178,123,83,58,42,17,10,21,16,10,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,28,32,59,75,88,195,126,155,204,159,292,179,202,303,360,199,108,62,44,25,17,6,5,10,8,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,18,28,45,62,163,84,98,104,99,126,203,145,160,247,138,125,96,67,39,18,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,18,29,36,132,60,63,59,65,91,76,157,100,118,172,91,77,60,58,23,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,34,130,39,36,46,39,62,56,59,94,64,74,120,47,41,34,42,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,19,38,82,40,26,27,47,41,44,36,63,54,54,103,38,21,17,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,17,30,33,23,15,27,17,26,28,30,40,37,38,87,17,8,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
